ID,Name,PhoneNumber,Address,CostRange,Cuisine
2148,'L’Amore Italian Restaurant',(602) 381-3159,'3159 E Lincoln Dr',1,'Italian'
2149,'Intentional Foods Cafe and Market',(480) 264-7002,'1837 W Guadalupe Rd',2,''
2150,'Dr. Bob’s Coffee',(760) 519-1702,'4415 S Rural Rd',1,"'Coffee & Tea,Juice Bars & Smoothies,Sandwiches'"
2151,'Tarbell’s',(602) 955-8100,'3213 E Camelback Rd',1,"'Desserts,Wine Bars,American (New)'"
2152,'RigaTony’s Authentic Italian',(480) 899-1111,'1850 E Warner Rd',1,'Italian'
2153,'Dilla Libre',(602) 399-4024,'1339 E Northern Ave',1,"'Food Trucks,Mexican'"
2154,'Little Saigon',(623) 939-6136,'7016 N 57th Ave',1,'Vietnamese'
2155,'JT’s Bar & Grill',(602) 952-7046,'4829 E Indian School Rd',1,"'Bars,American (Traditional),Burgers'"
2156,'ThirdSpace',(602) 258-1536,'1028 Grand Ave',1,"'American (New),Bars,Cafes'"
2157,'Café Lalibela',(480) 829-1939,'849 W University Dr',1,"'Vegetarian,Ethiopian,Gluten-Free'"
2158,'The Rooster Tavern',(480) 275-7421,'14202 N Scottsdale Rd',1,"'Dive Bars,American (New),Pubs'"
2159,'The Phoenix Ale Brewery Central Kitchen',(602) 313-8713,'5813 N 7th St',1,"'Breweries,Pubs,American (Traditional)'"
2160,'Shish Kabobs & Gyros',(480) 634-7118,'9619 N Hayden Rd',1,"'Greek,Vietnamese'"
2161,'Khai Hoàn Restaurant',(480) 829-7118,'1537 E Apache Blvd',1,'Vietnamese'
2162,'Nook Kitchen',(602) 258-1037,'15 E Monroe St',1,"'American (New),Italian,Pizza'"
2163,'Crisp Premium Pizza',(480) 874-2747,'7111 E 5th Ave',1,'Pizza'
2164,'Old Town Sarajevo',(602) 680-7726,'3411 W Northern Ave',1,'Modern European'
2165,'Flower Child',(480) 240-4400,'10460 N 90th St',1,"'American (New),Vegetarian,Salad'"
2166,'Siam Thai Cusine',(623) 931-2102,'5008 W Northern Ave',1,'Thai'
2167,'Sip Coffee & Beer House',(480) 625-3878,'3617 N Goldwater Rd',1,"'Coffee & Tea,Breakfast & Brunch,Cocktail Bars'"
2168,'Windsor',(602) 279-1111,'5223 N Central Ave',1,"'American (New),Pubs,Breakfast & Brunch'"
2169,'Eat By Stacey Weber',(602) 328-9344,'4740 E Shea Blvd',1,"'Caterers,Gluten-Free,Organic Stores'"
2170,'Thai Spices',(480) 649-9777,'66 S Dobson Rd',1,'Thai'
2171,'My Wine Cellar',(480) 598-9463,'5030 E Warner Rd',1,"'Wine Bars,Tapas/Small Plates'"
2172,'NYPD Pizza',(480) 970-6973,'222 S Mill Ave',1,'Pizza'
2173,'In-N-Out Burger',(800) 786-1000,'2790 W Chandler Blvd',1,"'Fast Food,Burgers'"
2174,'Lucky Boy Burger Shop',(602) 274-6440,'3430 N 16th St',1,'Burgers'
2175,'Feeney’s Restaurant and Bar',(602) 274-9700,'6314 N 12th St',1,"'Bars,Steakhouses,American (Traditional)'"
2176,'Press Coffee',(602) 633-1100,'1616 N Central Ave',1,"'Coffee & Tea,Coffee Roasteries,Breakfast & Brunch'"
2177,'LA Crab Shack',(480) 659-7922,'1948 W Broadway Rd',1,"'Cajun/Creole,Seafood'"
2178,'Duck & Decanter',(602) 274-5429,'1651 E Camelback Rd',1,"'Sandwiches,Wine Bars,Salad'"
2179,'Raffaele’s Pizza',(602) 242-5117,'7019 N 19th Ave',1,'Pizza'
2180,'Shabu Fondue',(602) 870-3023,'7822 N 12th St',1,"'Hot Pot,Asian Fusion,Fondue'"
2181,'Miracle Mile Delicatessen',(602) 776-0992,'4433 N 16th St',1,'American (Traditional)'
2182,'Twisted Grove Parlor + Bar',(480) 699-0811,'8220 N Hayden Rd',1,"'American (New),Cocktail Bars'"
2183,'Alo Cafe',(480) 878-4172,'6960 E 1st St',1,"'Cafes,Coffee & Tea,Breakfast & Brunch'"
2184,'Crescent Ballroom',(602) 716-2222,'308 N 2nd Ave',1,"'Music Venues,Mexican,Lounges'"
2185,'Cotton & Copper',(480) 629-4270,'1006 E Warner Rd',1,"'Bars,American (New)'"
2186,'Shimogamo',(480) 899-7191,'2051 W Warner Rd',1,"'Sushi Bars,Japanese'"
2187,'Pesto’s',(480) 821-2949,'1960 W Ray Rd',1,"'Pizza,Wine Bars,Italian'"
2188,'Papa Joe’s Fish-N-Que',(602) 973-7003,'2019 W Bethany Home Rd',1,"'Fish & Chips,Barbeque'"
2189,'Nobuo At Teeter House',(602) 254-0600,'622 E Adams St',1,"'Japanese,Tea Rooms'"
2190,'El Pollo Supremo',(480) 966-3713,'221 W University Dr',1,'Mexican'
2191,'Nandini Indian Cuisine',(480) 967-5234,'1845 E Broadway Rd',1,"'Indian,Buffets,Vegan'"
2192,'Perfect Pear Bistro',(480) 966-7327,'603 West University Dr',1,"'American (New),Salad,Sandwiches'"
2193,'KOVO Modern Mediterranean',(602) 237-5872,'10625 N Tatum Blvd',1,"'Mediterranean,Breakfast & Brunch,Cocktail Bars'"
2194,'Sushi J',(480) 946-3550,'4320 N Miller Rd',1,'Sushi Bars'
2195,'Espos Mexican Food',(480) 588-7377,'3867 W Chandler Blvd',1,'Mexican'
2196,'Thai Recipe Bistro',(602) 262-5454,'2234 N 7th St',1,'Thai'
2197,'YC’s Mongolian Grill',(480) 820-8880,'3206 S McClintock Dr',1,"'Chinese,Mongolian,Vegan'"
2198,'Tarbell’s The Tavern',(602) 955-7730,'3209 E Camelback Rd',1,"'Bars,American (Traditional)'"
2199,'Golden Restaurant and Bakery',(480) 656-4405,'1849 N Scottsdale Rd',1,"'Halal,Mediterranean,Bakeries'"
2200,'Short Leash Hotdogs & Rollover Doughnuts',(602) 795-2193,'4221 N 7th Ave',1,"'Hot Dogs,American (New),Coffee & Tea'"
2201,'Nonna Urban Eatery',(480) 663-3296,'7240 E Main St',1,"'Tapas/Small Plates,Italian,Japanese'"
2202,'Olive & Ivy',(480) 751-2200,'7135 E Camelback Rd',1,"'American (New),Breakfast & Brunch,Venues & Event Spaces'"
2203,'Song Lynn',(623) 936-9535,'2755 N 91st Ave',1,'Vietnamese'
2204,'Zookz Sandwiches',(480) 219-9729,'One North 1st St',1,"'Breakfast & Brunch,Sandwiches,Salad'"
2205,'Alesha Donuts',(623) 388-4613,'8345 W Glendale Ave',1,"'Donuts,Juice Bars & Smoothies,Sandwiches'"
2206,"'Helpings Cafe, Market and Catering'",(602) 275-2539,'3333 E Van Buren St',1,"'Salad,Cafes,Sandwiches'"
2207,'Different Pointe of View',(602) 866-6350,'11111 N 7th St',1,"'American (Traditional),Mediterranean,Resorts'"
2208,'The Little Woody',(602) 955-0339,'4228 E Indian School Rd',1,"'American (New),Lounges,Cocktail Bars'"
2209,'McFate’s Tap + Barrel',(480) 994-1275,'7337 E Shea Blvd',1,"'Pizza,American (New),Breweries'"
2210,'El Paisano Market and Laila Check Cashing',(480) 557-5000,'1035 E Lemon St',1,"'Mexican,Convenience Stores,Check Cashing/Pay-day Loans'"
2211,'Marigold Maison- Paradise Valley',(602) 795-0020,'4720 E Cactus Rd',1,'Indian'
2212,'unPhogettable',(480) 835-2298,'66 S Dobson Rd',1,'Vietnamese'
2213,'Thai On Demand',(480) 550-4999,'8880 E Via Linda',1,'Thai'
2214,'Kood Tea Bar & Cafe',(480) 307-9533,'4435 S Rural Rd',1,"'Hot Pot,Szechuan'"
2215,'Bonus Round',(602) 374-6936,'24 W Camelback Rd',1,"'Cocktail Bars,Arcades,American (Traditional)'"
2216,'Diego Pops',(480) 970-1007,'4338 N Scottsdale Rd',1,'Mexican'
2217,'Blaze Fast-Fire’d Pizza',(480) 300-6898,'105 W University Dr',1,"'Salad,Pizza,Fast Food'"
2218,'Pho Noodles',(602) 254-6374,'3417 N 7th Ave',1,"'Vietnamese,Noodles'"
2219,'Scramble A Breakfast Joint',(602) 374-2294,'9832 N 7th St',1,"'Breakfast & Brunch,Vegan'"
2220,'Zesty Zzeeks Pizza and Wings',(480) 940-5555,'4825 E Warner Rd',1,"'Pizza,Chicken Wings,Sandwiches'"
2221,'Anaya’s Fresh Mexican Restaurant',(602) 559-4377,'5830 W Thunderbird Rd',1,'Mexican'
2222,'Phoenix Phresh',(602) 730-8601,'5830 W Thunderbird Rd',1,"'Juice Bars & Smoothies,Acai Bowls,Sandwiches'"
2223,'Pane Bianco',(602) 234-2100,'4404 N Central Ave',1,"'Sandwiches,Italian,Pizza'"
2224,'Ike’s Love & Sandwiches',(480) 610-6750,'7420 S Rural Rd',1,"'Sandwiches,Gluten-Free,Vegan'"
2225,'Killer Burger',(480) 999-1625,'6977 N Hayden Rd',1,'Burgers'
2226,'Armadillo Grill',(602) 287-0700,'1904 E Camelback Rd',1,"'American (Traditional),Sports Bars'"
2227,'Maui Pasta',(480) 750-2400,'7704 E Doubletree Ranch Rd',1,"'Italian,Pasta Shops'"
2228,'Pappadeaux Seafood Kitchen',(602) 331-3434,'11051 N Black Canyon Hwy',1,"'Seafood,Cajun/Creole'"
2229,'Bitters Bar & Food',(480) 550-5088,'1455 N Scottsdale Rd',1,"'Cocktail Bars,Tapas/Small Plates,Beer Bar'"
2230,'Thai Long-An',(602) 374-4430,'4447 N 7th Ave',1,"'Thai,Salad,Soup'"
2231,'Wild Tuna Sushi and Spirits',(602) 938-8862,'805 E Thunderbird Rd',1,'Sushi Bars'
2232,'Two Hippies Beach House',(602) 277-0399,'501 E Camelback Rd',1,'Mexican'
2233,'Hula’s Modern Tiki',(602) 265-8454,'5114 N 7th St',1,"'Hawaiian,Caribbean,Tiki Bars'"
2234,'Hilal Grill',(602) 275-1815,'1638 N 40th St',1,"'Indian,Pakistani,Afghan'"
2235,'Original ChopShop',(480) 794-1536,'7158 E 5th Ave',1,"'American (New),Breakfast & Brunch,Salad'"
2236,'Pizza Heaven Bistro',(602) 277-8800,'5150 N 7th St',1,"'Pizza,Italian,Chicken Wings'"
2237,'Yupha’s Thai Kitchen',(480) 839-0576,'1805 E Elliot Rd',1,'Thai'
2238,'Starlite BBQ',(480) 553-9330,'7620 E Indian School Rd',1,"'Barbeque,Cocktail Bars,Whiskey Bars'"
2239,'Cuban Foods Bakery & Restaurant',(602) 296-5759,'10649 N 43rd Ave',1,"'Bakeries,Cuban'"
2240,'Pepe’s Taco Villa',(602) 242-0379,'2108 W Camelback Rd',1,'Mexican'
2241,'Salty Sow',(602) 795-9463,'4801 E Cactus Rd',1,"'American (Traditional),Gastropubs,Beer, Wine & Spirits'"
2242,'Rita’s Mexican Food & Mariscos',(602) 278-7376,'1402 N 35th Ave',1,"'Mexican,Seafood'"
2243,'Chicago Hamburger',(602) 955-4137,'3749 E Indian School Rd',1,"'Burgers,Hot Dogs'"
2244,'Aioli Gourmet Burgers',(602) 971-5555,'10652 N 32nd St',1,"'Burgers,Salad,Caterers'"
2245,'Cactus Tavern',(602) 996-1558,'2017 E Cactus Rd',1,"'Sports Bars,Burgers,Sandwiches'"
2246,"'Snooze, An A.M. Eatery'",(480) 725-8000,'2045 E Camelback Rd',1,"'Breakfast & Brunch,Coffee & Tea,Sandwiches'"
2247,'Millie’s Cafe',(480) 223-8217,'1916 West Baseline Rd',1,"'Latin American,Puerto Rican'"
2248,'Golden Donuts',(480) 350-7566,'1818 W Baseline Rd',1,"'Donuts,Coffee & Tea,Breakfast & Brunch'"
2249,'Durant’s',(602) 264-5967,'2611 N Central Ave',1,"'Steakhouses,Wine Bars,Diners'"
2250,'Asadero Norte De Sonora',(602) 253-4010,'122 N 16th St',1,'Mexican'
2251,'Mastro’s City Hall',(480) 941-4700,'6991 E Camelback Rd',1,'Steakhouses'
2252,'The Larry',(602) 432-0752,'515 E Grant St',1,"'Pizza,Sandwiches,Cocktail Bars'"
2253,'Maguro Sushi and Ramen',(480) 792-6888,'3855 W Ray Rd',1,"'Sushi Bars,Ramen'"
2254,'The Coronado PHX',(602) 252-1322,'2201 N 7th St',1,"'Coffee & Tea,Vegan,Vegetarian'"
2255,'Don Ruben’s',(602) 866-2900,'4323 W Cactus Rd',1,'Mexican'
2256,'Daily Dose',(480) 994-3673,'4020 N Scottsdale Rd',1,"'American (New),Breakfast & Brunch,Bars'"
2257,'Lakeview Coffee',(480) 878-5611,'8300 N Hayden Rd',1,"'Coffee & Tea,Coffee Roasteries,Breakfast & Brunch'"
2258,'Trapp Haus BBQ',(602) 466-5462,'511 E Roosevelt St',1,'Barbeque'
2259,'La Piazza PHX',(602) 795-7116,'1 N 1st St',1,"'Pizza,Italian'"
2260,'King Coffee',(480) 307-6557,'1020 S Mill Ave',1,"'Coffee & Tea,Sandwiches,Bakeries'"
2261,'Comedor Guadalajara',(602) 253-8299,'1830 S Central Ave',1,'Mexican'
2262,'OHSO Brewery- Arcadia',(602) 955-0358,'4900 E Indian School Rd',1,"'Breweries,Gluten-Free,American (Traditional)'"
2263,'The Greek Pita',(602) 548-7482,'2737 W Thunderbird Rd',1,'Greek'
2264,'Casa De Don Pancho',(602) 249-8720,'7124 N 35th Ave',1,'Mexican'
2265,'sweetDee’s bakeshop',(480) 994-6733,'7350 E Stetson Dr',1,"'Bakeries,Custom Cakes,Breakfast & Brunch'"
2266,'YC’s Mongolian Grill',(480) 948-8011,'9120 E Indian Bend',1,"'Mongolian,Vegan,Vegetarian'"
2267,'Emilio’s Tacos & Hotdogs',(602) 810-1468,'N 19th Ave W Thunderbird Rd',1,"'Hot Dogs,Mexican'"
2268,'Seasons 52',(602) 840-5252,'2502 E Camelback Rd',1,"'American (New),Wine Bars,Seafood'"
2269,'Salad and Go',,'719 E Bethany Home Rd',1,"'Salad,Fast Food'"
2270,'Hachi Ramen',(480) 781-2603,'655 W Warner Rd',1,'Ramen'
2271,'Reign Of Thai',(602) 328-9000,'12032 Cave Creek Rd',1,"'Thai,Buffets,Seafood'"
2272,'Sonora Taco Shop',(602) 252-2795,'1009 S 7th St',1,"'Mexican,American (Traditional)'"
2273,'Sushiholic',(602) 956-2354,'3957 E Camelback Rd',1,"'Sushi Bars,Japanese,Tapas/Small Plates'"
2274,'Vegan House',(602) 258-3426,'20 W Adams St',1,"'Thai,Vegan,Vegetarian'"
2275,'Roaring Fork',(480) 947-0795,'4800 N Scottsdale Rd',1,"'American (Traditional),Bars,Steakhouses'"
2276,'EarlyBaker',(480) 316-6334,'4025 E Chandler Blvd',1,"'American (New),Mediterranean,Greek'"
2277,'Matt’s Big Breakfast',(602) 254-1074,'825 N 1st St',1,"'Breakfast & Brunch,Salad,American (Traditional)'"
2278,'At My Place Cafe',(480) 838-1008,'2121 W Guadalupe Rd',1,'Filipino'
2279,'Phoenix Public Market Cafe',(602) 253-2700,'14 E Pierce St',1,"'American (New),Cafes'"
2280,'The Collins Small Batch Kitchen',(602) 730-3533,'3160 E Camelback Rd',1,"'Bars,American (New),Tapas/Small Plates'"
2281,'Kay’s Kafe',(602) 484-0040,'3401 S 43rd Ave',1,'Cafes'
2282,'Maskadores Taco Shop',(480) 284-7000,'1721 E Warner Rd',1,'Mexican'
2283,'House of Tricks',(480) 968-1114,'114 E 7th St',1,"'American (New),French,Wine Bars'"
2284,'Coffee Club',(623) 328-5890,'5102 W Northern Ave',1,"'Coffee & Tea,Sandwiches,Waffles'"
2285,'In-N-Out Burger',(800) 786-1000,'920 E Playa Del Norte',1,"'Fast Food,Burgers'"
2286,'The Mission Old Town',(480) 636-5005,'3815 N Brown Ave',1,"'Latin American,Mexican,Bars'"
2287,'Gyro House 32',(602) 601-5469,'12308 N 32nd St',1,"'Middle Eastern,Mediterranean,Greek'"
2288,'Pomegranate Cafe',(480) 706-7472,'4025 E Chandler Blvd',1,"'Coffee & Tea,Breakfast & Brunch,Vegan'"
2289,'Barrio Cafe Gran Reserva',(602) 252-2777,'1301 W Grand Ave',1,'Mexican'
2290,'The Bar',(602) 957-3686,'3174 E Indian School Rd',1,"'Dive Bars,American (Traditional),Cocktail Bars'"
2291,'Wildflower',(480) 612-0606,'7001 N Scottsdale Rd',1,"'Bakeries,American (New),Breakfast & Brunch'"
2292,'Los Altos Ranch Markets',(602) 253-6874,'1602 E Roosevelt St',1,"'Grocery,Mexican'"
2293,'Ballpark Pizza and Subs',(623) 979-8222,'7615 W Thunderbird Rd',1,"'Pizza,Chicken Wings,Salad'"
2294,'Asi Es La Vida',(602) 952-1255,'3602 N 24th St',1,'Mexican'
2295,'Stumpy’s Pizza & Subs',(602) 997-2727,'1331 E Northern Ave',1,"'Pizza,Italian,Sandwiches'"
2296,'The Chuck Box',(480) 968-4712,'202 E University Dr',1,'Burgers'
2297,'Tutti Santi',(602) 216-0336,'7575 N 16th St',1,'Italian'
2298,'Seoul BBQ & Sushi',(623) 552-7811,'11025 N Black Canyon Hwy',1,"'Korean,Sushi Bars,Barbeque'"
2299,'Rocky’s Pizza and Cheesesteak',(480) 838-2368,'1731 W Baseline Rd',1,"'Pizza,Cheesesteaks,Chicken Wings'"
2300,'Roka Akor - Scottsdale',(480) 306-8800,'7299 N Scottsdale Rd',1,"'Japanese,Sushi Bars,Steakhouses'"
2301,'Culinary Dropout',(480) 240-1601,'149 S Farmer',1,'American (New)'
2302,'Cuff',(623) 847-8890,'5819 W Glendale Ave',1,"'Cocktail Bars,American (New)'"
2303,'Jamburritos Cajun Grille - Express',(623) 687-6951,'8200 W Peoria Ave',1,"'Cajun/Creole,Food Trucks,Mexican'"
2304,'McGurkee’s Italian Kitchen',(602) 274-4262,'2822 N 15th Ave',1,"'Sandwiches,Italian,Pizza'"
2305,'Bell’ Italia Pizzeria',(480) 893-1233,'4909 E Chandler Blvd',1,"'Pizza,Italian,Salad'"
2306,'Pig & Pickle',(480) 990-1407,'2922 N Hayden Rd',1,"'Comfort Food,Sandwiches,Gastropubs'"
2307,'The Main Ingredient Ale House And Café',(602) 843-6246,'2337 N 7th St',1,"'American (New),Salad,Sandwiches'"
2308,'La Santisima Gourmet Taco Shop',(602) 254-6330,'1919 N 16th St',1,"'Mexican,Seafood'"
2309,'D’Lite Healthy On The Go',(480) 248-9545,'7337 E Shea Blvd',1,"'Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies'"
2310,'The Capital Grille',(602) 952-8900,'2502 E Camelback Rd',1,"'Steakhouses,Seafood,Wine Bars'"
2311,'Doner Kebab Chef RD',(602) 923-1310,'4550 E Cactus Rd',1,"'Turkish,Mediterranean'"
2312,'Ocean Poke',(602) 283-5153,'3619 E Indian School Rd',1,"'Poke,Vegan,Gluten-Free'"
2313,'Saigon Bowl',(480) 949-5251,'8123 E Roosevelt St',1,'Vietnamese'
2314,'Karsen’s Grill',(480) 990-7660,'7246 E 1st St',1,"'Bars,Salad,American (Traditional)'"
2315,'Mika’s Greek',(480) 421-6452,'1336 N Scottsdale Rd',1,"'Greek,Mediterranean,Vegetarian'"
2316,'Don’s NY Pizza',(623) 412-7828,'7539 W Peoria Ave',1,'Pizza'
2317,'Pizza People Pub',(602) 795-7954,'1326 N Central Ave',1,"'Pizza,Burgers,American (Traditional)'"
2318,'True Food Kitchen',(602) 774-3488,'2502 E Camelback Rd',1,"'American (New),Vegetarian,Vegan'"
2319,'Rehab Burger Therapy',(602) 368-8832,'1534 E Bethany Home Rd',1,'Burgers'
2320,'Atlas Bistro',(480) 990-2433,'2515 N Scottsdale Rd',1,"'Diners,Tapas/Small Plates,Desserts'"
2321,'Nellos Pizza',(480) 893-8930,'4710 E Warner Rd',1,"'Pizza,Italian,Sandwiches'"
2322,'Frasher’s Smokehouse',(602) 314-5599,'3222 E Indian School Rd',1,"'Barbeque,Smokehouse,Salad'"
2323,'Da Vang Restaurant',(602) 242-3575,'4538 N 19th Ave',1,'Vietnamese'
2324,'Otto Pizza & Pastry',(480) 966-4292,'804 S Ash Ave',1,'Pizza'
2325,'Nishikawa Ramen',(602) 368-8774,'3141 E Indian School Rd',1,"'Ramen,Asian Fusion,Tapas Bars'"
2326,'32 Shea',(602) 867-7432,'10626 N 32nd St',1,"'Breakfast & Brunch,Coffee & Tea,Wine Bars'"
2327,'Bluewater Grill',(602) 277-3474,'1720 E Camelback Rd',1,"'Seafood,Venues & Event Spaces,Seafood Markets'"
2328,'Taste of Thai',(480) 753-3832,'4855 E Warner Rd',1,"'Thai,Asian Fusion'"
2329,'Wildflower',(602) 275-2300,'3400 E Sky Harbor Blvd',1,"'Breakfast & Brunch,Sandwiches,Bakeries'"
2330,'Florencia Pizza Bistro',(480) 704-7404,'3646 E Ray Rd',1,"'Pizza,Italian,Sandwiches'"
2331,'Ramen Time',(480) 994-4888,'1857 N Scottsdale Rd',2,''
2332,'BoSa Donuts',(480) 940-8880,'4910 E Ray Rd',1,"'Donuts,Coffee & Tea,Sandwiches'"
2333,'Guanaquito Restaurant',(602) 257-9053,'1438 E McDowell Rd',1,'Salvadoran'
2334,'Koreatown',(480) 284-4936,'1832 W Broadway Rd',1,'Korean'
2335,'Tempe City Tacos',(480) 967-8226,'119 E Southern Ave',1,'Tacos'
2336,'Happy’s Hamburgers',(480) 630-2330,'10435 N Scottsdale Rd',1,"'Burgers,Diners,Breakfast & Brunch'"
2337,'Ghost Ranch: Modern Southwest Cuisine',(480) 474-4328,'1006 E Warner Rd',1,'American (New)'
2338,'Second Story Restaurant & Liquor Bar',(480) 945-5555,'4166 N Scottsdale Rd',1,"'American (New),Cocktail Bars,Whiskey Bars'"
2339,'Postino Highland',(602) 428-4444,'4821 N Scottsdale Rd',1,"'Wine Bars,Italian,Breakfast & Brunch'"
2340,'Tacos Chiwas',(602) 358-8830,'1923 E Mcdowell Rd',1,'Mexican'
2341,'The Kettle Black Kitchen & Pub',(602) 651-1185,'1 N 1st St',1,"'Gastropubs,American (Traditional)'"
2342,'Asian Cafe Express',(480) 668-5910,'1911 W Main St',1,'Chinese'
2343,'Bei',(480) 471-6609,'2200 N Scottsdale Rd',1,"'Sushi Bars,Cocktail Bars,Asian Fusion'"
2344,'Ike’s Love & Sandwiches',(480) 921-2053,'699 S Mill Ave',1,"'Sandwiches,Vegan,Gluten-Free'"
2345,'Sushi Plus',(602) 595-9891,'5830 W Thunderbird Rd',1,"'Sushi Bars,Japanese'"
2346,'Mission Possible Cafe / A Nonprofit Restaurant',(602) 688-6240,'1516 W Van Buren St',1,"'Burgers,Cafes,American (Traditional)'"
2347,'Ezekiel’s',(480) 785-4886,'4825 E Warner Rd',1,"'Soul Food,Chicken Shop,Seafood'"
2348,'Johnny’s Burgers & Dogs',(480) 755-3833,'3141 S McClintock Dr',1,"'Hot Dogs,American (Traditional),Burgers'"
2349,'White Cup Coffee',,'3933 E Indian School Rd',1,"'Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies'"
2350,'McFate Brewing Company',(480) 656-9100,'1312 N Scottsdale Rd',1,"'American (New),Breweries,Pizza'"
2351,'Dolce Vino Wine Bar Italian Cuisine',(623) 463-8104,'4935 W Glendale Ave',1,"'Wine Bars,Italian'"
2352,'Mother Bunch Brewing',(602) 368-3580,'825 N 7th St',1,"'Breweries,Gastropubs'"
2353,'Rudy’s “Country Store” and Bar-B-Q',(480) 874-6440,'7300 W Chandler Blvd',1,'Barbeque'
2354,'Wally’s American Pub N Grill',(602) 954-2040,'5029 N 44th St',1,"'Gastropubs,American (Traditional),Sandwiches'"
2355,'Ladera Taverna y Cocina',(602) 606-2258,'8729 N Central Ave',1,"'Bars,Mexican'"
2356,'Basil & Garlic Bistro',(480) 661-3912,'9330 E Poinsettia Dr',1,"'Pizza,Italian,Sandwiches'"
2357,'Bar Pesce',(602) 358-8666,'3603 E Indian School Rd',1,"'Italian,Cocktail Bars,American (New)'"
2358,'Angry Crab Peoria',(480) 739-2949,'7608 W Cactus Rd',1,"'Cajun/Creole,Seafood,American (Traditional)'"
2359,'Twisted Cactus Brew & BBQ',(480) 491-4000,'4080 W Ray Rd',1,"'Burgers,Pubs,Barbeque'"
2360,'Angelina’s Fry Bread',(623) 939-6576,'5154 W Olive Ave',1,'Mexican'
2361,'Scottsdale Beer Company',(480) 219-1844,'8608 E Shea Blvd',1,"'Beer Bar,American (Traditional),Brewpubs'"
2362,'Lucky’s Pizza',(623) 878-7888,'6630 W Cactus Rd',1,"'Pizza,Italian,Chicken Wings'"
2363,'Razz’s Restaurant & Catering',(480) 905-1308,'10315 N Scottsdale Rd',1,"'American (New),French,Seafood'"
2364,'The Lunch Lounge',(602) 441-0201,'501 N 44th St',1,"'Breakfast & Brunch,Delis,Sandwiches'"
2365,'Ocotillo',(602) 687-9080,'3243 N 3rd St',1,"'American (New),Breakfast & Brunch'"
2366,'Kuka Sushi & Izakaya',(480) 306-4386,'1221 E Apache Blvd',1,"'Sushi Bars,Izakaya,Tapas/Small Plates'"
2367,'Anzios Italian Restaurant',(602) 375-1221,'12418 N 28th Dr',1,"'Italian,Pizza'"
2368,'Hillstone Restaurant',(602) 957-9700,'2650 E Camelback Rd',1,"'American (New),Sushi Bars'"
2369,'Maryln’s Fish & Chips',(602) 268-8008,'5436 S Central Ave',1,"'Fish & Chips,Burgers,Chicken Wings'"
2370,'Clockwork Pizza',(480) 755-2250,'7520 S Rural Rd',1,"'Pizza,Sandwiches,Chicken Wings'"
2371,'Little Miss BBQ - Sunnyslope',(602) 314-6922,'8901 N 7th St',1,'Barbeque'
2372,'Lunch Break',(602) 437-1090,'3702 E Roeser Rd',1,"'Sandwiches,Delis,Breakfast & Brunch'"
2373,'Sr Ozzy’s Tacos Y Mariscos',(602) 677-0284,'1717 W Southern Ave',1,"'Mexican,Hot Dogs,Food Trucks'"
2374,'Chico Malo',(602) 603-9363,'50 W Jefferson St',1,'Mexican'
2375,'Blue Fin',(602) 254-3171,'1401 N Central Ave',1,'Japanese'
2376,'Spinato’s Pizzeria',(480) 961-0208,'4848 E Chandler Blvd',1,"'Pizza,Italian,Gluten-Free'"
2377,'Regio’s Mexican Food',(602) 274-1999,'1705 E Indian School Rd',1,'Mexican'
2378,'Welcome Chicken + Donuts',(602) 258-1655,'1535 E Buckeye Rd',1,"'Donuts,Chicken Shop'"
2379,'Golden Gate Chinese Restaurant',(480) 897-1335,'2640 W Baseline Rd',1,'Chinese'
2380,'Great Harvest Bread',(480) 777-1141,'1730 E Warner Rd',1,"'Bakeries,Sandwiches,Coffee & Tea'"
2381,'Christo’s Ristorante',(602) 264-1784,'6327 N 7th St',1,"'Italian,Wine Bars,Seafood'"
2382,'Rancho Pinot',(480) 367-8030,'6208 N Scottsdale Rd',1,"'Italian,American (New),Wine Bars'"
2383,'Crackers & Co Cafe',(480) 705-7900,'1285 W Elliot Rd',1,"'American (Traditional),Breakfast & Brunch,Cafes'"
2384,'Juan’s Authentic Mexican Food',(602) 241-1918,'1516 E Thomas Rd',1,'Mexican'
2385,'Casa Terra',(623) 230-2289,'6835 N 58th Dr',2,''
2386,'OHSO Brewery - Paradise Valley',(602) 900-9003,'10810 N Tatum Blvd',1,"'Breweries,Burgers,Gluten-Free'"
2387,'Tortas Manny',(602) 603-9264,'845 W Southern Ave',1,'Mexican'
2388,'Soi 4 Bangkok Eatery',(480) 778-1999,'8787 N Scottsdale Rd',1,'Thai'
2389,'My Pie Pizza',(480) 264-6353,'777 S College Ave',1,"'Pizza,Salad,Italian'"
2390,'Culinary Dropout',(480) 970-1700,'7135 E Camelback Rd',1,"'American (New),Music Venues'"
2391,'Gangnam Sushi & Grill',(480) 629-4062,'933 E University Dr',1,"'Sushi Bars,Japanese,Korean'"
2392,'Thailicious',(480) 306-6792,'5865 W Ray Rd',1,"'Thai,Noodles,Soup'"
2393,'Venezia’s New York Style Pizzeria',(480) 858-1660,'27 E Southern Ave',1,"'Pizza,Italian,Chicken Wings'"
2394,'Switch Restaurant & Wine Bar',(602) 264-2295,'2603 N Central Ave',1,"'Bars,American (Traditional)'"
