Name,PhoneNumber,Address,CostRange,Cuisine
'Park Cafe',(770) 476-2989,"'147 Reinhardt College Parkway, Canton'",3,"'American,Cafe,French,Southern'"
'Carrabba's Italian Grill',,"'531 W Memorial Drive, Dallas'",3,"'Italian,Pizza,Seafood'"
'Cabos Mex Grill',(678) 541-0555,"'3579 W Lawrenceville St NW, Duluth'",1,'Mexican'
'Fina Estampa Restaurant',(770) 806-9666,'1887 Mount Zion Road',2,"'Latin American,Peruvian'"
'Cooley's Pizza',(770) 904-6463,"'3421 Ridge Rd, Buford'",2,"'Italian,Pizza,Sandwich'"
'Samurai Blue Japanese Steakhouse & Sushi',(678) 518-4216,"'1560 Indian Trail Lilburn Road, Norcross, Atlanta'",2,'Japanese'
'Bleu House Cafe',(770) 209-0016,"'1120 Peachtree Industrial Boulevard, Suwanee'",1,"'American,Sandwich'"
'Rose of India Tandoori Restaurant',(678) 330-1525,"'2000 Riverside Parkway #207, Lawrenceville'",2,'Indian'
'Chicago Delights',(770) 420-1151,"'108 N Cemetery St, Norcross'",1,"'Fast Food,Sandwich'"
'Cafe Bistro',,"'4847 Peachtree Road, Buckhead'",3,"'American,Sandwich'"
'Las Colinas Mexican',(770) 987-3891,"'1392 Roswell Rd, Marietta'",2,'Mexican'
'Café Mozart',(770) 232-1111,'3500 Peachtree Road NE',1,''
'Grouchy's Deli',(678) 879-0707,"'6120 Covington Hwy, Lithonia'",1,"'Breakfast,Sandwich'"
'Carrabba's Italian Grill',(770) 437-1444,'2131 Pleasant Hill Road',2,'Italian'
'Papa Chow',(404) 629-2575,"'5275 Peachtree Pky NW, Norcross'",2,"'Asian,Japanese,Sushi'"
'I Love NY Pizza',(770) 442-9699,'2999 Cumberland Boulevard SE',1,"'American,Italian,Pizza'"
'La Casona Taqueria Y Billares',(770) 458-6657,"'3830 Princeton Lakes Ct. SW, Atlanta'",1,"'Mexican,Latin American'"
'Sally's Gluten Free Bakery',(404) 847-0211,'980 Birmingham Road Ste 200',2,"'American,Bakery'"
'Yuki Japanese Restaurant',(770) 898-9854,"'3820 Stewart Road, Doraville'",3,"'Asian,Japanese'"
'Pizza Valley',(404) 768-2800,"'5920 Roswell Road NE, Suite A108, Sandy Springs'",2,"'American,Pizza'"
'Laredo's Mexican Bar & Grill',(770) 218-2156,"'35 Mill Road, McDonough'",2,"'Mexican,Vegetarian'"
'Silver's Delight',(404) 567-6700,"'3061 Washington Rd, East Point'",2,"'Caribbean,Vegetarian,Cajun'"
'Philly Favorites Hoagie House',(404) 305-9098,"'1635 Old 41 Hwy NW, Kennesaw'",1,"'Burger,Breakfast,Sandwich'"
'Taste of Italy',(678) 388-7270,"'2879 E Point St, East Point'",1,"'Italian,Pizza,Sandwich'"
'Euro Gourmet Grill',(770) 513-7788,"'5851 Buffington Road, Suite J, Atlanta'",1,"'Greek,Mediterranean,Eastern European'"
'Hibachi Grill & Supreme Buffet',(770) 798-9388,"'6234 Old Hwy 5 Ste D4, Woodstock'",1,"'American,Asian,Sushi'"
'Restaurant Eugene',(404) 355-0321,"'488 Gwinnett Drive, Lawrenceville'",4,'American'
'Thumbs Up Diner',(770) 642-8980,"'5265 Jimmy Carter Blvd, Suite 1460, Norcross'",1,'Breakfast'
'Fuji Hana Thai Peppers',(770) 419-9500,"'2277 Peachtree Road NE, Atlanta'",2,"'Japanese,Thai'"
'Southern Art and Bourbon Bar',(404) 946-9070,"'1140 Alpharetta Street, Roswell'",3,"'American,Southern'"
'Bone Lick BBQ',(404) 343-4404,"'2606 George Busbee Pkwy NW, Kennesaw'",4,"'BBQ,Southern'"
'Lotus',(770) 622-9693,"'Intercontinental Atlanta Hotel, 3315 Peachtree Road NE, Buckhead, Atlanta'",1,'Vietnamese'
'Las Tortas Locas',(404) 844-4445,"'327 Edgewood Avenue SE,Atlanta'",1,'Sandwich'
'Anne & Bill's Restaurant',(404) 366-4477,"'2550 Pleasant Hill Rd, Duluth'",2,'Southern'
'New Orleans Seafood',(678) 474-0064,"'5841 Roswell Rd NE, Atlanta'",2,"'Seafood,Cajun'"
'Sal's Place',(770) 887-3730,"'1057 Main Street, Ste A'",2,"'Italian,Pizza'"
'Ichiban Steak & Sushi',(770) 888-2676,"'2442 Pleasant Hill Rd., Suite 8, Duluth'",3,"'Japanese,Steak,Sushi'"
'Bravo Mexican Grill',(770) 614-3764,"'111 W Courthouse Square, Cumming'",1,'Mexican'
'New Lucky China',(770) 565-9666,"'410 Peachtree Parkway, Cumming'",3,"'Asian,Chinese'"
'East Point Corner Tavern',(404) 768-0007,"'2033 Buford Highway NE, Suite 115, Buford'",1,"'American,Burger,Bar Food'"
'Mo Mo Ya',(404) 261-3777,"'3045 Gordy Pkwy, Suite 104, Marietta'",3,"'Japanese,Sushi'"
'Mellow Mushroom',,"'2783 Main St, East Point'",1,"'Pizza,Sandwich,Vegetarian'"
'Neena's New York Style Pizza & Bistro',(770) 387-1188,"'3861 Roswell Road NE, Buckhead, Atlanta'",1,"'Italian,Pizza'"
'Alessio's Restaurant & Pizzeria',(770) 640-8099,'6100 Roswell Road',2,"'Italian,Pizza,Sandwich'"
'Carbonara Trattoria',(678) 587-9100,"'650 Henderson Drive, #101'",3,"'Italian,Mediterranean'"
'4 Way Lunch',,"'640 W Crossville Rd, Roswell'",1,"'Breakfast,Burger,Diner'"
'Westside Pizzeria',(404) 355-3636,'5499 Chamblee-Dunwoody Road',2,"'Italian,Pizza,Burger,Sandwich'"
'Kyoto Japanese Steak & Sushi',(770) 554-8288,"'Main St And Gilmer, Cartersville'",2,"'Japanese,Sushi'"
'Wok & Chopstick',(770) 569-7488,"'2341 Marietta Blvd NW, Atlanta'",2,"'Asian,Chinese,Vegetarian'"
'China Moon',(404) 237-8888,"'4760 Atlanta Hwy Suite 360, Loganville'",2,"'Asian,Chinese,Welsh'"
'Big Joy',(770) 693-1907,"'1525 McFarland Pkwy, Alpharetta'",1,"'Asian,Healthy Food,Sandwich,Salad'"
'The Grove Restaurant',(404) 321-4448,"'2810 Paces Ferry Rd SE #220, Atlanta'",2,"'American,Sandwich'"
'Georgia Grille',(404) 352-3517,"'2852 Delk Rd, Suite 215, Marietta'",3,"'American,Southwestern'"
'Cafe Q Chinese Bistro',(770) 813-0063,'2761 Lavista Road',1,'Chinese'
'Ross' Diner',(770) 382-9159,"'2290 Peachtree Rd NE, Atlanta'",1,"'American,Latin American,Burger,Southern,Diner'"
'Ali Baba Mediterranean',(678) 508-9811,"'10475 Medlock Bridge Rd Ste 116, Johns Creek'",1,"'Mediterranean,Sandwich'"
'Fusion Asian Cafe',(770) 277-0042,"'17 N Wall Street, Cartersville'",1,"'Chinese,Sushi,Thai'"
'Pacos Mexican',(770) 819-4444,"'1099 Euclid Avenue NE, Little Five Points/Candler Park, Atlanta'",1,'Mexican'
'Mexico Lindo',(770) 433-2379,"'1944 Braselton Hwy, Buford'",1,'Mexican'
'El Pollo Dorado',(770) 419-9496,"'5015 Floyd Rd SW, Mableton'",1,'Mexican'
'China Chef',(770) 978-1111,"'2620 S Cobb Dr SE, Smyrna'",1,"'Asian,Chinese'"
'McGhin's Southern Pit Bar-B-Que',(770) 229-5887,"'715 Sandtown Rd SW, Marietta'",2,'BBQ'
'Brandi's World Famous Hot Dogs',(770) 386-1003,"'2420 Wisteria Dr, Snellville'",1,'American'
'M & J Home Cooking',(770) 919-9259,'2964 North Expressway',1,''
'Kitani Sushi',(770) 888-3885,"'800 N Tennessee St, Cartersville'",2,"'Japanese,Sushi'"
'JJ's Rib Shack',(404) 349-2717,"'1750 Powder Springs Rd SW, Marietta'",2,"'American,BBQ'"
'Nikko Japanese Steak House Sushi Bar and Lounge',(770) 969-2026,"'1485 Peachtree Parkway, Cumming'",4,"'Japanese,Sushi'"
'Caprese',(678) 546-4880,"'2979 Campbellton Rd SW, Atlanta'",2,"'Italian,Pizza,Sandwich'"
'Bamboo Luau's Chinatown',(404) 636-9131,"'1532 Highway 74 N, Tyrone'",1,"'Asian,Chinese'"
'Grannys Soul Food',(678) 398-1005,"'2130 Hamilton Creek Pkwy Ste 101, Dacula'",1,'Southern'
'Song's Garden',(770) 928-8387,"'2263 Cheshire Bridge Road NE, Atlanta'",1,'Chinese'
'Taco Truck L 1000000',(770) 738-0000,"'1355 Blair Bridge Rd, Austell'",1,'Mexican'
'Casa Vieja',(770) 454-8557,"'4451 Towne Lake Pkwy, Woodstock'",1,"'Latin American,Mexican,Spanish'"
'The Market',(678) 527-6278,"'2084 Favor Rd. SW, Marietta'",1,"'American,Vegetarian'"
'The Melting Pot of Roswell',(770) 518-4100,"'3652 Shallowford Rd NE, Doraville'",3,"'American,European'"
'Mittie's Cafe',(770) 772-0850,"'62 College Street, Norcross'",2,"'American,Healthy Food'"
'Truett's Grill-McDonough',(678) 432-2221,'1055 Mansell Road',1,"'American,Latin American'"
'Speedi-Pig Barbeque',(770) 719-2720,"'62 N Main Street, Downtown Alpharetta'",1,'BBQ'
'Mellow Mushroom',(770) 435-5949,"'1785 Jonesboro Road, McDonough'",2,"'Italian,Pizza,Sandwich,Vegetarian'"
'Cheeseburger Bobby's',(770) 479-0411,'715 Glynn Street South',1,"'Burger,Fast Food'"
'Beaver Creek Biscuits & Barbeque',(770) 739-0200,'2950 New Paces Ferry Road SE',1,"'BBQ,Breakfast'"
'Hoboken Bread & Bagel',(770) 419-8292,"'2060 Cumming Highway, Canton'",1,'Breakfast'
'Gezzo's Surf & Grille',(770) 954-9992,"'1451 6 Flags Rd, Lithia Springs'",3,"'Mexican,Tex-Mex,Caribbean'"
'Amici Italian Cafe',(678) 625-3000,"'1033 Sandy Plains Rd, Marietta'",2,"'Italian,Pizza,Sandwich'"
'Saporito's Pizzeria',(770) 509-7794,"'1866 Jonesboro Road, McDonough'",1,'Pizza'
'LongHorn Steakhouse',(770) 514-0245,"'1116 College Ave SE, Covington'",3,"'American,Steak'"
'Campania Pizzeria Napoletana',(770) 559-4674,"'2201 Roswell Rd, Marietta'",3,"'Italian,Pizza'"
'Atlantic Seafood Company',(770) 640-0488,'2636 Dallas Hwy SW',3,"'Japanese,Seafood'"
'Stoney River Steakhouse and Grill',(678) 305-9229,'800 North Main Street Ste 100',4,"'American,Seafood,Steak'"
'Buttermilk Kitchen',(678) 732-3274,"'2345 Mansell Road, Alpharetta'",3,"'American,Southern'"
'Front Page News',(404) 897-3500,"'2860 Cumberland Mall SE, Suite #1640'",3,"'American,Southern,Cajun,Bar Food'"
'Sprig Restaurant',(404) 248-9700,"'4225 Roswell Road NE, Buckhead, Atlanta'",3,"'American,Burger,Bar Food,Southern'"
'Havana Restaurant',(404) 633-7549,"'1104 Crescent Avenue NE, Atlanta'",1,"'Cuban,Latin American,Sandwich'"
'Capozzi's New York Pizza',(770) 321-1969,'2860 LaVista Road',1,"'Italian,Pizza'"
'Mediterranean Grill',(678) 996-0045,"'3979 Buford Hwy #108, Atlanta'",1,'Mediterranean'
'China Heaven',(770) 518-4800,"'2960 Shallowford Rd NE, Marietta'",1,"'Asian,Chinese'"
'Dragon Express Carry Out',(404) 237-9929,"'1255 Johnson Ferry Rd, Marietta'",2,"'Asian,Chinese'"
'Tavas Pizza',(770) 388-9566,"'2880 Holcomb Bridge Rd, Alpharetta'",1,'Pizza'
'Maximos Gyro & Kabob',(770) 390-9007,"'4060 Peachtree Rd NE, Atlanta'",1,"'Greek,Italian,Mediterranean'"
'Vespucci',(404) 733-5500,"'4489 Highway 20 SE, Conyers'",2,"'Fast Food,Italian,Pizza'"
'Mad Dog's BBQ',(770) 922-2272,"'4947 Winters Chapel Rd, Dunwoody'",1,'BBQ'
'Wok Express',(678) 364-6537,"'1389 Peachtree Street NE, Midtown'",1,'Chinese'
'Kiku Japanese Steak House',(404) 629-6111,"'4489 Highway 20 SE, Conyers'",3,"'Japanese,Sushi'"
'Tokyo Japanese Seafood & Steak House',(770) 387-9575,"'275 Hwy 74 N Ste 2, Peachtree City'",3,"'Japanese,Steak'"
'Sushi Cafe Toshi',(770) 623-0566,"'3630 Marketplace Blvd, East Point'",1,"'Japanese,Sushi'"
'All Island Cafe',(404) 296-0052,'402 East Church Street 112',1,"'Cafe,Caribbean'"
'Golden Palace II',(770) 995-8896,"'9775 Medlock Bridge Rd, Johns Creek'",1,"'American,Chinese'"
'Scoops',(770) 787-0807,"'4747 Memorial Dr, Decatur'",1,"'Desserts,Ice Cream'"
'Johnny's New York Style Pizza',(678) 355-0825,"'1475 Buford Dr, Lawrenceville'",1,"'Italian,Pizza,Sandwich'"
'D & D Barbeque & Ribs',(404) 756-1177,"'1131 Church Street SE, Covington'",2,"'American,BBQ'"
'Atlanta's Best Wings',(770) 997-2333,'3940 Cherokee Street NW',1,"'American,Sandwich,Seafood'"
'A Royal Affair Cafe',(404) 252-7713,"'1975 Sylvan Rd SW, Atlanta'",2,'American'
'China Wok',(770) 805-0889,"'7016 Hwy 85, Riverdale'",1,"'Asian,Chinese'"
'A Taste of Asia',(770) 439-8687,"'5920 Roswell Rd NE, Atlanta'",2,'Asian'
'Philly Bistro',(770) 271-5672,"'4480 S Cobb Dr SE, Smyrna'",1,'Sandwich'
'New Hans',(770) 941-2314,"'2667 Powder Springs Rd SW, Marietta'",2,'Chinese'
'Jersey Boyz Pizza',(770) 888-8882,"'2680 Hamilton Mill Road, Buford'",2,"'Pizza,Sandwich'"
'10 Degrees South',(404) 705-8870,"'4875 Floyd Rd SW, Mableton'",4,"'International,South African'"
'Spondivits',(404) 767-1569,'5955 Bethelview Road #106',3,"'American,Seafood,Steak'"
'Rosa Mexicano',(404) 347-4090,"'4183 Roswell Road, Buckhead, Atlanta'",3,'Mexican'
'Legal Sea Foods',(678) 500-3700,"'1219 Virginia Ave, East Point'",3,"'American,Seafood'"
'TAP',(404) 347-2220,"'245 18th Street NW, Atlanta'",3,"'American,Southern,Sandwich'"
'5 Seasons Brewing Company Westside',(404) 875-3232,"'275 Baker Street NW, Downtown'",3,"'American,Bar Food'"
'Gunshow',(404) 380-1886,"'1180 Peachtree Street NE, Midtown, Atlanta'",2,'Fusion'
'One Eared Stag',(404) 525-4479,"'1000 Marietta St. NW, Atlanta'",3,'American'
'Holy Taco',(404) 230-6177,"'924 Garrett Street SE Suite C, East Atlanta'",2,"'Mexican,Latin American'"
'Food 101',(404) 497-9700,"'1029 Edgewood Avenue NE, Inman Park, Atlanta'",3,"'American,Southern,Seafood'"
'HOBNOB Neighborhood Tavern',,"'1314 Glenwood Avenue SE, East Atlanta, Atlanta'",3,"'American,Pub Food'"
'Saltyard',,"'4969 Roswell Road NE, Sandy Springs, Atlanta'",3,"'American,Tapas'"
'Taverna Plaka',,'1551 Piedmont Avenue',3,"'Mediterranean,Greek'"
'Wild Wing Cafe',(678) 990-9464,'1820 Peachtree Street NW',2,'Bar Food'
'Stats',(404) 885-1472,'2196 Cheshire Bridge Road NE',3,"'American,Bar Food'"
'Radial Cafe',(404) 659-6594,"'5530 Windward Pkwy, Alpharetta'",3,'New American'
'Across the Street',(404) 781-0931,"'300 Marietta Street NW, Atlanta'",2,'Mexican'
'Ruth's Chris Steak House',(404) 365-0660,"'1530 Dekalb Ave NE, Little Five Points/Candler Park, Atlanta'",4,'Steak'
'Red Pepper Taqueria',(404) 325-8151,"'688 Highland Ave NE, Atlanta'",3,"'Mexican,Vegetarian'"
'FAD Fine Dining & Banquet Hall',(404) 428-1626,'3285 Peachtree Road NE Embassy Suites Hotel',2,'African'
'Antica Posta',(404) 262-7112,'2149 Briarcliff Road',4,'Italian'
'Fire Stone Wood Fired Pizza & Grill',(770) 926-6778,"'3565 Austell Road, Marietta'",3,"'American,Italian,Pizza'"
'Sage Woodfire Tavern',(770) 804-8880,'519 East Paces Ferry Road',3,"'American,Seafood,Steak'"
'Bella's Pizzeria',(770) 437-8056,'120 Chambers Street',2,"'Italian,Pizza,Latin American,Breakfast,Sandwich'"
'Do-Restaurant at The View',(404) 541-9060,"'4500 Ashford Dunwoody Road, Atlanta'",2,"'Pizza,Desserts,Tapas'"
'Gordon Biersch Brewery Restaurant',(404) 264-0253,"'3599 Atlanta Road SE, Smyrna'",2,'American'
'Trader Vic's',,"'955 W Marietta Street NW, Atlanta'",3,"'Chinese,Seafood'"
'Steel Restaurant & Lounge',(404) 477-6111,'3242 Peachtree Road Northeast',3,"'Asian,Japanese,Sushi,Fusion'"
'Fleming's Prime Steakhouse & Wine Bar',(770) 698-8112,"'Hilton Atlanta, 255 Courtland Street NE, Downtown'",4,'Steak'
'Cafe Circa',(404) 477-0008,"'950 W Peachtree Street NW, Suite 255, Midtown, Atlanta'",3,"'Cuban,International,Caribbean,Vegetarian,Cajun'"
'The Highlander',(404) 872-0060,'4501 Olde Perimeter Way',3,"'American,Bar Food'"
'Fusco's Via Roma',(770) 974-1110,"'464 Edgewood Avenue NE, Old Fourth Ward, Atlanta'",3,'Italian'
'True Food Kitchen',(404) 481-2980,"'Midtown Promenade, 931 Monroe Drive NE, Atlanta'",3,"'American,Healthy Food'"
'Peachtree Diner',(770) 993-0299,"'4815 S Main St, Acworth'",3,"'American,Breakfast,Diner,New American'"
'KR SteakBar',(404) 841-8820,"'3393 Peachtree Road NE, Suite 3058B, Lenox Square'",3,'Steak'
'White Oak Kitchen & Cocktails',,"'915 Holcomb Bridge Road, Roswell'",3,"'American,Southern'"
'Nikolai's Roof',,"'349 Peachtree Hills Avenue NE, Peachtree Hills, Atlanta'",4,"'French,Russian,Eastern European'"
'Old Vinings Inn',(770) 438-2282,"'270 Peachtree Street NW, Suite 100'",3,"'American,Latin American,Bar Food,Southern,New American'"
'Ru San's Kennesaw',(678) 766-0598,"'Hilton Atlanta, 255 Courtland Street, NE 30th Floor'",2,"'Japanese,Sushi'"
'Zinburger Wine & Burger Bar',,'3011 Paces Mill Road SE',2,"'American,Burger,Sandwich'"
'The Lawrence',(404) 961-7177,"'425 Ernest W Barrett Pkwy NW #1090, Kennesaw'",3,"'American,Southern,Bar Food'"
'Masala Indian Cuisine',(404) 296-9999,"'3393 Peachtree Road NE, Buckhead, Atlanta'",2,"'Indian,Vegetarian'"
'Hsu's',(404) 659-2788,"'905 Juniper Street NW, Midtown, Atlanta'",2,'Chinese'
'FuegoMundo Wood-Fire Grill',(404) 256-4330,"'1713 Church St, Decatur'",3,"'Seafood,Latin American'"
'El Azteca',(404) 252-7347,"'192 Peachtree Center Avenue NE, Downtown, Atlanta'",1,'Mexican'
'Australian Bakery Cafe',(678) 797-6222,"'5590 Roswell Rd Ste A120, Sandy Springs'",1,"'Bakery,Australian,Irish,Vegetarian'"
'Il Bacio Pizzeria & Trattoria',,'5925 Roswell Road NE',2,"'Italian,Pizza,Sandwich'"
'Sushi Mito',(770) 734-0398,"'48 South Park Square NE, Marietta Square'",3,"'Japanese,Sushi'"
'Copeland's of New Orleans',,"'2571 Piedmont Road, Northeast, Suite 120'",2,"'American,Southern,Cajun'"
'La Strada',(770) 640-7008,"'6470 Spalding Dr, Norcross'",3,'Italian'
'Oyster Bay Seafood',(770) 910-7521,'1142 Barrett Parkway West',2,"'American,Seafood'"
'The Rotisserie Shop',(678) 540-8244,"'2930 Johnson Ferry Rd, Marietta'",1,"'American,Southern'"
'Elmyr',(404) 588-0250,"'125 W. Crogan Street, Lawrenceville'",3,"'Mexican,Bar Food'"
'Rocky Mountain Pizza Company',(404) 876-8600,"'2615 George Busbee Parkway Northwest, Kennesaw'",3,"'American,Pizza,Bar Food'"
'Friends Suwanee Grill',(678) 765-6477,"'1091 Euclid Avenue NE, Little Five Points/Candler Park, Atlanta'",1,"'American,Burger,Sandwich'"
'Loving Hut',(678) 421-9191,"'1005 Hemphill Avenue NW, Midtown, Atlanta'",2,"'Vegetarian,Asian'"
'Kimball House',(404) 378-3502,"'3463 Lawrenceville Suwanee Rd, Suwanee'",2,"'American,French,New American'"
'Tony Morrow's BBQ',(404) 996-2973,"'6385 Spalding Drive, Suite E, Norcross'",2,"'BBQ,Southern'"
'Aurelio's Pizza - Marietta',(770) 578-6606,"'303 East Howard Avenue, Decatur'",2,"'Italian,Pizza,Sandwich'"
'Old Hickory House',,"'3807 Main St., College Park'",2,"'American,BBQ,Southern'"
'Fork in the Road',(678) 381-0828,'1255 Johnson Ferry Road',3,'American'
'Rose & Crown Tavern',(770) 933-5595,'2202 Northlake Parkway',2,'Pub Food'
'Boneheads',(770) 206-4800,"'4800 Briarcliff Road NE, Atlanta'",2,'Seafood'
'Paizano's',(770) 300-0250,"'1931 Powers Ferry Road SE, Smyrna, Atlanta'",3,"'Italian,Pizza'"
'Gino's NY Pizza Bar and Restaurant',(770) 263-7000,"'4511 Olde Perimeter Way, Atlanta'",2,'Pizza'
'The Original J.R. Crickets in Midtown Atlanta',,"'7 Jones Street, Historic Norcross, Norcross'",3,"'American,Burger,BBQ'"
'Hot Dog Factory',(678) 293-6099,"'5975 Peachtree Pkwy, Norcross'",1,'American'
'The Square Pub',(404) 844-4010,'129 North Avenue NE',3,"'American,Tex-Mex'"
'Rosa's Home Cooking LLC',(770) 731-0007,"'1529 Spring Rd SE, Smyrna'",1,"'Seafood,Spanish,BBQ,Vegetarian,Soul Food,Southern'"
'Lon U Chinese & Thai Cuisine',(770) 441-0200,"'115 Sycamore Street, Decatur'",2,"'Chinese,Thai'"
'BurgerFi',(770) 635-2800,"'652 N Jeff Davis Drive, Fayetteville'",1,"'Burger,Desserts'"
'Lin's Chinese Cuisine',(770) 740-1892,"'5005 Peachtree Parkway, Norcross'",2,"'Asian,Chinese'"
'Miller's Ale House - Alpharetta',(678) 277-2581,'2844 South Main Street',2,"'American,Seafood,Steak'"
'Dagwoods Pizza',(770) 441-7773,"'12850 Hwy 9 N, Alpharetta'",1,"'Italian,Pizza,Sandwich'"
'Zeigler's BBQ & Catering',(770) 529-5227,'10750 Davis Drive',3,'BBQ'
'Papoulis Mediterranean Cafe & Market',(770) 442-8884,'7746 Spalding Drive',1,"'Greek,Sandwich,Vegetarian'"
'Cho Dang Tofu',(770) 220-0667,"'3451 Cobb Pkwy NW 13,, Acworth'",1,"'Asian,Korean,Vegetarian'"
'Due South Southern Cuisine',(770) 629-5847,'3070 Windward Plz Ste C',3,"'Seafood,Southern'"
'Curry Curry',(770) 432-3555,"'5907 Buford Hwy NE, Doraville'",1,'Thai'
'Firefly Kitchen Bar',(770) 609-8523,'302 Clover Reach',3,'American'
'Williamson Bros. Bar-B-Q',(770) 345-9067,"'1385 Highlands Ridge Rd SE, Smyrna'",1,'BBQ'
'Barrelhouse',(404) 844-5601,"'3070 Windward Plaza, Alpharetta'",3,'Pub Food'
'Osteria Mattone',(678) 878-3378,'1600 Marietta Hwy',3,'Italian'
'Blue Fin Sushi',(770) 232-5004,"'22 5th Street, Atlanta'",2,"'Japanese,Sushi'"
'Graveyard Tavern',(404) 622-8686,'1095 Canton Street',3,"'American,Bar Food'"
'Sushi House',(770) 569-1010,"'2863 Peachtree Industrial Blvd, Duluth'",2,"'Japanese,Sushi'"
'Varuni Napoli',,"'1245 Glenwood Avenue SE, Atlanta'",2,"'Italian,Pizza'"
'Crooked Tree Cafe',(770) 333-9119,"'10955 Jones Bridge Rd, Johns Creek'",4,"'American,BBQ'"
'Violette',(404) 633-3363,'1540 Monroe Drive NE',3,'French'
'850°F Barpizza',(678) 585-4628,"'915 Cobb Pkwy N, Marietta'",2,"'Italian,Pizza'"
'Pacific Spice',(770) 928-1899,"'2948 Clairmont Road NE, Druid Hills/Emory, Atlanta'",1,"'Chinese,Thai'"
'Pepperoni's Tavern',(770) 343-8228,"'12635 Crabapple Rd Ste 310, Milton'",3,"'American,Italian'"
'Paschal's Restaurant',(404) 305-8888,"'6234 Old Highway 5, Woodstock'",2,'Southern'
'Babs',(404) 541-0888,"'4190 Old Milton Pky, Alpharetta'",2,'American'
'Cameli's Gourmet Pizza Joint',(404) 249-9020,"'Atlanta International Airport, Atlanta'",3,'Pizza'
'Zuma Sushi & Sake Bar',(404) 522-2872,"'814 Juniper Street NE, Midtown, Atlanta'",2,"'Japanese,Sushi'"
'Pig N Chik',(404) 255-6368,"'699 Ponce De Leon Ave NE, Atlanta'",2,'BBQ'
'Zucca Bar & Pizzeria',(770) 803-9990,"'701 Highland Avenue NE, Atlanta'",2,"'Italian,Pizza'"
'Smokey Bones Bar & Fire Grill',(770) 484-0020,"'4920 Roswell Road NE, Atlanta'",2,"'American,Burger,BBQ'"
'Ameer's Mediterranean Grill',(404) 982-0666,'2860 Atlanta Road SE',2,"'Mediterranean,Middle Eastern'"
'The Crazy Cuban',(404) 607-7348,"'2930 Stonecrest Cir, Lithonia'",1,"'Cuban,Sandwich'"
'Golden Seven',(770) 495-5999,"'2168 Briarcliff Road NE, Druid Hills/Emory, Atlanta'",2,"'Chinese,Thai,Vietnamese'"
'Ray's NY Pizza',(404) 888-9911,"'290 14th Street, Atlanta'",2,"'Fast Food,Pizza'"
'The Italian Oven',,"'2148 Duluth Hwy, Duluth'",2,'Italian'
'Mellow Mushroom',(678) 714-2233,"'26 5th Street NE, Atlanta'",3,"'Pizza,Healthy Food,Sandwich'"
'Tour de Italy',(770) 461-3992,'938 Eagles Landing Parkway',2,"'Italian,Pizza,Sandwich'"
'White Windmill Bakery and Cafe',(678) 887-5200,"'320 Town Center Avenue, Suwanee'",2,"'Bakery,Cafe'"
'Hong Kong Harbour',(404) 325-7630,"'1240 Hwy. 54 W, Street. 201, 30215'",2,"'Chinese,Dim Sum,Seafood'"
'Lucia's Italian Restaurant',(678) 646-1000,"'5881 Buford Hwy Northeast, Doraville'",2,'Italian'
'Bole Ethiopian Restaurant',(404) 549-9111,"'2184 Cheshire Bridge Rd NE, Atlanta'",1,'Ethiopian'
'The Red Snapper Seafood Restaurant',(404) 634-8947,'4705 Woodstock Road',3,"'American,Seafood,New American'"
'ADios Cafe @ No Mas!',(404) 574-5678,'1650 Virginia Avenue',1,"'Mexican,Desserts,Coffee and Tea'"
'Praise the Lard BBQ',(770) 362-4420,"'2100 Cheshire Bridge Road NE, Atlanta'",1,"'BBQ,Southern'"
'Annie's Thai Castle',(404) 264-9546,"'180 Walker St. SW, Atlanta'",3,'Thai'
'Giorgio’s Family Kitchen',(770) 781-4525,"'1350 Buford Hwy, Buford'",2,"'Greek,Italian,Pizza'"
'Myung Ga Won',(770) 622-1300,"'3195 Roswell Road NE, Buckhead, Atlanta'",2,"'BBQ,Korean'"
'North River Tavern',(770) 552-8784,'558 Lakeland Plz',1,"'American,BBQ,Pub Food'"
'California Pizza Kitchen at Perimeter Mall',(770) 393-0390,"'1960 Day Drive NW, Duluth'",2,'Pizza'
'White House Restaurant',(404) 237-7601,"'8879 Roswell Road, Sandy Springs'",1,"'American,Coffee and Tea,Greek'"
'J's Mini Hot Pot',(770) 458-8882,"'4600 Ashford Dunwoody Road NE, Atlanta'",2,"'Chinese,Japanese'"
'grace 17.20',(678) 421-1720,"'3172 Peachtree Rd NW, Atlanta'",3,"'American,European'"
'Carrabba's Italian Grill',(770) 631-1057,"'4897 Buford Hwy, Chamblee'",3,'Italian'
'Ziba's Restaurant and Wine Bar',(404) 622-4440,"'5155 Peachtree Parkway, Suite #320'",2,'American'
'Tacos & Beer | Best Woodstock Mexican Restaurant',(678) 445-0762,'500 Commerce Drive',1,"'Mexican,Tex-Mex'"
'F & B Atlanta',(404) 254-1797,"'560 Boulevard SE, Atlanta'",3,"'American,French,Seafood,Spanish,Latin American,Tapas,Vegetarian'"
'Wild Ginger Thai Cuisine',(770) 451-3880,'5335 Old Hwy 5 #101',1,"'Sushi,Thai'"
'Padriac's',(770) 433-2398,"'3630 Peachtree Road NE, Suite 160, Buckhead'",2,'American'
'Yellow Tail Sushi & Bar',(678) 905-8761,"'2201 Savoy Dr, Atlanta'",2,'Sushi'
