Name,PhoneNumber,Address,CostRange,Cuisine
Pho King - Midtown,(404) 565-1953,950 W Peachtree St NW,1,"Vietnamese,Bars,Soup"
Orient Express of Vinings,(770) 438-9090,2921 Paces Ferry Rd,1,"Chinese,Sushi Bars,Japanese"
Pita Mediterranean Street Food,(678) 412-2846,1020 Piedmont Ave NE,1,"Mediterranean,Greek,Salad"
Ming’s Asian Kitchen,(770) 693-9452,4665 Lower Roswell Rd,1,Asian Fusion
The Independent,(404) 249-9869,931 Monroe Dr NE,1,"Bars,Pool Halls,American (Traditional)"
Al’s Gyro’s,(602) 283-4045,5932 W Bell Rd,1,"Greek,Mediterranean,American (New)"
Alexi’s Grill,(602) 279-0982,3550 N Central Ave,1,"Italian,Wine Bars,Seafood"
Ocean Trail,(480) 850-7777,9800 E Talking Stick Way,1,"Seafood,Cajun/Creole"
New India Gate,(480) 427-4141,4939 W Ray Rd,1,"Indian,Halal,Buffets"
Adela’s Italian,(602) 955-0588,4041 E Thomas Rd,1,"Italian,Salad"
Irma’s Kitchen,(602) 252-2620,906 N 15th Ave,1,"Mexican,Breakfast & Brunch"
Franco’s Italian Caffe,(480) 481-7614,4327 N Scottsdale Rd,1,"Italian,Diners,Wine Bars"
Original Breakfast House,(602) 482-2328,13623 N 32nd St,1,"Breakfast & Brunch,Cafes"
Presidio Cocina Mexicana,(602) 652-2626,519 W Thomas Rd,1,"Mexican,Breakfast & Brunch"
Sunrise Donuts,(602) 687-7688,3536 W Baseline Rd,1,"Donuts,Breakfast & Brunch,Bagels"
Rott n’ Grapes Uptown,(602) 888-1667,4750 N Central Ave,1,"Wine Bars,Tapas/Small Plates,Italian"
Steak 44,(602) 271-4400,5101 N 44th St,1,"Steakhouses,Bars"
Lucky’s Burgers & Shakes,(602) 314-5214,13849 N 19th Ave,1,"American (Traditional),Burgers,Fast Food"
Maria’s Frybread & Mexican Food,(602) 957-3514,4041 E Thomas Rd,1,Mexican
Glai Baan,(602) 595-5881,2333 E Osborn Rd,1,Thai
Base Pizzeria,(602) 535-8914,3115 E Lincoln Dr,1,Pizza
Squarz Bakery & Cafe,(480) 788-8776,975 E Elliot Rd,1,"Bakeries,Cafes,American (New)"
Berdena’s,(480) 256-1403,7051 E 5th Ave,1,"Coffee & Tea,Waffles,Breakfast & Brunch"
Tortas El Guero,(602) 252-9228,2518 N 16th St,1,"Sandwiches,Tacos"
JL Smokehouse,(602) 900-4296,1712 E Broadway,1,"Barbeque,Sandwiches,Smokehouse"
Welcome Diner,(602) 495-1111,929 E Pierce St,1,Diners
Convenient Corner Market,(480) 391-3155,9330 E Poinsettia Dr,1,"Grocery,Convenience Stores,Delis"
IL Bosco Pizza,(480) 335-8680,7120 E Becker Ln,1,"Pizza,Italian"
The Joy Bus Diner,(602) 595-5884,3375 E Shea Blvd,1,"Breakfast & Brunch,Diners,Community Service/Non-Profit"
Morning Star Cafe,(480) 968-1046,1220 W Alameda Dr,1,"Breakfast & Brunch,Cafes"
Schmooze Workspace and Cafe,(480) 999-2822,4222 North Marshall Way,1,"Coffee & Tea,Sandwiches,Burgers"
El Charro Hipster Bar & Cafe,(602) 730-3247,1325 Grand Ave,2,
Thai Coconut Restaurant,(480) 699-7759,7116 E Mercer Ln,1,Thai
Scapegoat Beer and Wine,(480) 292-7605,7150 E 5th Ave,1,"Wine Bars,Beer Bar,American (New)"
Cholla Prime Steakhouse & Lounge,(480) 850-7736,524 N 92nd St,1,"Steakhouses,Lounges"
Inner Circle Cafe,(480) 664-9362,2515 N Scottsdale Rd,1,"Coffee & Tea,Cafes,Breakfast & Brunch"
Hog Wild Pit Bar-B-Q,(602) 354-8194,4046 East Thomas Rd,1,Barbeque
Noodle Bar,(480) 454-7905,114 W Adams St,1,"Italian,Ramen,Noodles"
Sun Asian Kitchen,(602) 268-7708,2070 E Baseline Rd,1,"Chinese,Sushi Bars,Asian Fusion"
Noci Cafe,(480) 922-5201,9619 N Hayden Rd,1,"Cafes,Breakfast & Brunch,Sandwiches"
Casella’s Italian Delicatessen,(480) 991-0770,5905 N Granite Reef Rd,1,"Delis,Italian,Sandwiches"
Hush Public House,(480) 758-5172,14202 N Scottsdale Rd,1,
Ruchi Vegetarian South Indian Cuisine,(480) 786-3333,2051 W Warner Rd,1,"Indian,Vegan,Vegetarian"
King Gyros,(602) 863-3737,4243 W Thunderbird Rd,1,"Greek,Mediterranean,Salad"
Princess Mediterranean Market & Deli,(480) 894-1499,2620 W Broadway Rd,1,"Mediterranean,Middle Eastern,Grocery"
CRAFT 64,(480) 485-6353,6922 E Main St,1,"Pizza,Beer Gardens,Wine Bars"
Little Miss BBQ,(602) 437-1177,4301 E University Dr,1,Barbeque
Tacos Tijuana,(623) 210-6887,6710 W Thunderbird Rd,1,"Food Trucks,Tacos"
Harumi Sushi,(602) 258-0131,114 W Adams St,1,"Japanese,Sushi Bars,Seafood"
Postino Central,(602) 274-5144,5144 N Central Ave,1,"Wine Bars,Italian,Breakfast & Brunch"
Hummus Xpress,(480) 968-2311,930 W Broadway Rd,1,Mediterranean
Maskadore’s Taco Shop,(480) 636-8619,7620 E McKellips Rd,1,Mexican
Zu Izakaya Asian Kitchen,(480) 625-4372,2210 N Scottsdale Rd,1,"Sushi Bars,Izakaya"
Verdura,(602) 283-5168,5555 N 7th St,1,Vegan
Chula Seafood,(480) 621-5121,8015 E Roosevelt St,1,"Poke,Seafood,Seafood Markets"
Simon’s Hot Dogs,(480) 426-9218,4280 Drinkwater Blvd,1,"Hot Dogs,Vegan,Colombian"
Top Marks Cafe,(480) 219-8744,7240 E Main St,1,"Gelato,Creperies,Cafes"
Vines & Hops,(480) 748-4460,4216 N Brown Ave,1,"Wine Bars,Beer Bar,American (New)"
Kiss Pollos Estilo Sinaloa,(602) 900-7371,306 W Yavapai St,1,Mexican
Koi Poke - Arcadia,(602) 368-2222,4280 E Indian School,1,"Hawaiian,Poke"
Cafe Monarch,(480) 970-7682,6939 E 1st Ave,1,"American (New),Wine Bars"
Casa De Falafel,(623) 979-9234,6730 W Cactus Rd,1,"Mediterranean,Vegan,Middle Eastern"
Ten Handcrafted American Fare & Spirits,(602) 374-2611,2501 E Camelback Rd,1,"Bars,American (New),Southern"
Pokedon,(480) 556-1431,1753 E Broadway Rd,1,"Poke,Seafood,Hawaiian"
Butters Pancakes & Café,(480) 629-4333,8300 N Hayden Rd,1,"Breakfast & Brunch,American (Traditional),Sandwiches"
Sweetest Season Artisan Eatery,(480) 867-1564,1835 E Guadalupe Rd,1,"Breakfast & Brunch,Bakeries,Coffee & Tea"
Pa’La,(602) 795-9500,2107 N 24th St,1,"Mediterranean,Seafood,Italian"
Bertha’s Café,(602) 955-1022,3134 E Indian School Rd,1,"Sandwiches,Cafes"
Tacos Culichi,(602) 368-4518,3004 E McDowell Rd,1,"Tacos,Hot Dogs"
Hangover Hoagies,(480) 968-6958,1212 E Apache Blvd,1,"Delis,Sandwiches"
PHO 43,(602) 269-3383,2844 N 43rd Ave,1,Vietnamese
India’s Flame,(480) 456-0155,4427 S Rural Rd,1,"Indian,Bars,Buffets"
Soup & Sausage Bistro,(480) 319-2208,13240 N 7th St,1,"Ukrainian,Polish,Modern European"
The Bagel Man,(480) 705-9999,5035 E Elliot Rd,1,"Delis,Bagels,Breakfast & Brunch"
Veggie Village,(602) 944-1088,1255 E Northern Ave,1,"Vegetarian,Asian Fusion,Vegan"
Poke Wave,(480) 582-3377,9920 S Rural Rd,1,"Poke,Hawaiian,Sushi Bars"
Detroit Coney Grill,(480) 219-7430,930 W Broadway Rd,1,"Hot Dogs,Burgers,Fast Food"
My Slice of the Pie Pizzeria,(602) 956-2098,3724 E Indian School Rd,1,"Pizza,Chicken Wings,Sandwiches"
The Dressing Room,(602) 777-0763,220 E Roosevelt St,1,"Burgers,Tacos"
Tastybox,(602) 535-8772,621 N 7th St,1,American (New)
Frank’s New York Style Deli,(602) 242-8288,2301 W Orange Dr,1,"Delis,Sandwiches"
La Poblanita,(623) 247-1055,4012 N 75th Ave,1,Mexican
Pomo Pizzeria - Phoenix,(602) 795-2555,705 N 1st St,1,"Pizza,Italian"
Helio Basin Brewing,(602) 354-3525,3935 E Thomas Rd,1,"Breweries,American (New)"
Lucky Donuts,(602) 439-2057,2510 W Thunderbird Rd,1,"Donuts,Coffee & Tea,Breakfast & Brunch"
Eden’s Grill Inn,(602) 996-5149,13843 N Tatum Blvd,1,"Greek,Mediterranean"
Middle Eastern Bakery & Deli,(602) 277-4927,3052 N 16th St,1,"Bakeries,Delis,Middle Eastern"
Pitic Restaurant,(602) 258-0524,1580 E Pima St,1,Mexican
Desert Roots Kitchen,(480) 382-0228,414 S Mill Ave,1,"Vegan,Vegetarian"
Pick N’ Roll,(480) 291-5070,9120 Talking Stick Rd,1,"Japanese,Poke,Sushi Bars"
The Brilliant Bagel,(480) 686-8883,9393 N 90th St,1,"Coffee & Tea,Bagels,Vegetarian"
Bobby Q,(602) 995-5982,8501 N 27th Ave,1,"Barbeque,American (New)"
Binkley’s Restaurant,(602) 388-4874,2320 E Osborn Rd,1,"American (New),Bars"
Be Coffee + Food + Stuff,(602) 687-7544,214 E Roosevelt St,1,"Coffee & Tea,Breakfast & Brunch"
Zookz Sandwiches,(602) 279-0906,100 E Camelback Rd,1,"Sandwiches,Breakfast & Brunch,Salad"
UK Pho Vietnamese Cuisine,(623) 931-3727,6228 N 43rd Ave,1,"Vietnamese,Soup"
Chanpen Thai Cuisine,(602) 276-3778,2727 E Broadway Rd,1,Thai
The Refuge Coffee & Wine,(602) 275-0338,4000 E Sky Harbor Blvd,1,"Coffee & Tea,Wine Bars,Breakfast & Brunch"
Santisi Brothers Pizzeria & Sports Grill,(602) 789-7979,2710 W Bell Rd,1,"Pizza,Sports Bars"
Gluten Free Creations,(480) 990-2253,7607 E McDowell Rd,1,"Bakeries,Cafes,Gluten-Free"
TurkDish Mediterranean Cuisine,(480) 788-0216,4929 W Ray Rd,1,"Mediterranean,Turkish,Halal"
Los Dos Diablitos,(480) 968-2588,1101 West University Dr,1,"Delis,Mexican,Breakfast & Brunch"
Oven + Vine,(602) 687-7632,14 W Vernon Ave,1,"American (New),Wine Bars"
The Parlor,(602) 248-2480,1916 E Camelback Rd,1,"Pizza,Italian,Salad"
Gluten Free Creations,(602) 680-7258,10880 N 32nd St,1,"Bakeries,Gluten-Free,Coffee & Tea"
Tacos Calafia,(623) 312-6358,8258 W Thunderbird Rd,1,Tacos
Federal Pizza,(602) 795-2520,5210 N Central Ave,1,"Pizza,Italian"
Dick’s Hideaway,(602) 241-1881,6008 N 16th St,1,"Breakfast & Brunch,New Mexican Cuisine"
Hearth ‘61,(480) 624-5400,5445 E Lincoln Dr,1,"Breakfast & Brunch,Desserts,American (New)"
3on Smith Cafe,(602) 956-0908,3701 E Indian School Rd,1,"Breakfast & Brunch,Sandwiches,American (New)"
Ollie Vaughn’s,(602) 254-1392,1526 E McDowell Rd,1,"Sandwiches,Breakfast & Brunch,Coffee & Tea"
Taquerias El Chino,(602) 254-6808,1803 W Van Buren St,1,Mexican
Cheba Hut Toasted Subs,(480) 649-7827,1710 W Southern Ave,1,Sandwiches
Vincent Market Bistro,(602) 224-3727,3930 E Camelback Rd,1,"French,Breakfast & Brunch,Pizza"
Chanpen Thai Cuisine,(602) 438-4029,2700 W Baseline Rd,1,"Thai,Noodles,Chicken Wings"
Fillmore Coffee,(602) 606-2426,600 N 4th St,1,"Coffee & Tea,Breakfast & Brunch,Sandwiches"
Cornish Pasty Co,(480) 945-1220,3800 N Goldwater Blvd,1,"British,Pubs"
Forefathers Cheesesteaks,(480) 291-8989,9261 East Vía De Ventura,1,Cheesesteaks
The Canal Club,(480) 424-6095,4925 N Scottsdale Rd,1,"Caribbean,Latin American,Cuban"
Koi Poke - Gainey Village,(480) 306-8440,8977 N Scottsdale Rd,1,"Poke,Hawaiian,Sushi Bars"
Ta’Carbon,(623) 463-8134,5834 W Camelback Rd,1,"Mexican,Desserts,Beer Bar"
DeFalco’s Italian Deli & Grocery,(480) 990-8660,2334 N Scottsdale Rd,1,"Italian,Delis,Sandwiches"
King of Gyros,(480) 420-3500,1342 W Warner Rd,1,"Greek,Mediterranean"
Green New American Vegetarian,(480) 941-9003,2240 N Scottsdale Rd,1,"Vegetarian,Vegan,Gluten-Free"
Dilla Libre Cantina,(602) 399-4024,1339 E Northern Ave,1,Tacos
"Snooze, An A.M. Eatery",(480) 355-1934,615 S College Ave,1,"Breakfast & Brunch,Coffee & Tea,Sandwiches"
Virtù,(480) 946-3477,3701 N Marshall Way,1,"American (New),Desserts,Mediterranean"
Hiro Sushi,(480) 314-4215,9393 N 90th St,1,"Japanese,Sushi Bars"
Golden Thai Kitchen,(623) 849-9301,1820 N 75th Ave,1,Thai
Thai Delight,(480) 893-7701,4645 E Chandler Blvd,1,"Thai,Seafood,Desserts"
Fired Pie,(480) 857-2101,2855 W Ray Rd,1,"Salad,Pizza,Gluten-Free"
Cornish Pasty Company,(480) 838-3586,1941 W Guadalupe Rd,1,British
George’s Kitchen,(602) 441-3030,6102 N 16th St,1,"Greek,Mediterranean"
La Locanda,(480) 284-6511,6830 E 5th Ave,1,"Italian,Wine Bars,Seafood"
Nook Kitchen,(602) 651-1390,3623 E Indian School Rd,1,"Italian,American (New),Pizza"
Caribbean Cuisine,(623) 476-2401,6031 N 67th Ave,1,Caribbean
Clever Koi,(602) 222-3474,4236 N Central Ave,1,"Asian Fusion,Ramen,Cocktail Bars"
Nami,(602) 258-6264,2014 N 7th St,1,"Coffee & Tea,Vegan,Bakeries"
Rapha Tea,(480) 917-2900,1900 W Chandler Blvd,1,"Bubble Tea,Coffee & Tea,Sandwiches"
Postino Annex,(480) 927-1111,615 S College Ave,1,"Italian,Wine Bars,Breakfast & Brunch"
Rocket Burger & Subs,(602) 993-0834,12038 N 35th Ave,1,"Burgers,Sandwiches,Salad"
CRUjiente Tacos,(602) 687-7777,3961 E Camelback Rd,1,"Latin American,Tacos,Tapas/Small Plates"
Z’s Greek,(602) 955-7600,4026 E Indian School Rd,1,"Greek,Mediterranean"
Mika’s Greek,(480) 967-6452,3118 S Mill Ave,1,"Mediterranean,Vegetarian,Greek"
Tuck Shop,(602) 354-2980,2245 N 12th St,1,"American (New),Tea Rooms,Breakfast & Brunch"
Munch A Mania,(480) 967-7944,2090 E University Dr,1,"Sandwiches,Breakfast & Brunch"
Diner 50,(602) 262-9916,1002 S 19th Ave,1,"Diners,Breakfast & Brunch"
Stand Up Live,(480) 719-6100,50 W Jefferson St,1,"American (New),Music Venues,Bars"
D’Lite Healthy On The Go,(480) 247-8537,2613 N Scottsdale Rd,1,"Coffee & Tea,Juice Bars & Smoothies,Breakfast & Brunch"
Green New American Vegetarian,(602) 258-1870,2022 N 7th St,1,"Vegan,Vegetarian"
Ta’Carbon,(602) 682-7701,2929 N 43rd Ave,1,Mexican
Coconut’s Fish Cafe,(480) 596-2987,7366 E Shea Blvd,1,"Hawaiian,Seafood,Fish & Chips"
The Macintosh,(602) 368-8766,2119 E Camelback Rd,1,"American (New),Southern,Cocktail Bars"
Manna BBQ,(480) 733-5000,1135 Dobson Rd,1,"Korean,Barbeque,Bars"
Fàme Caffe,(602) 314-4660,4700 N Central Ave,1,"American (New),Coffee & Tea,Breakfast & Brunch"
Tacos Huicho,(480) 398-6766,1941 E Oak St,1,Mexican
The Refuge Cafe,(602) 265-1725,4727 N 7th Ave,1,"Cafes,Coffee & Tea,Breakfast & Brunch"
The Original Marketplace,(480) 947-7272,7272 E Indian School Rd,1,"Cafes,Breakfast & Brunch,Burgers"
Copper Star Coffee,(602) 266-2136,4220 N 7th Ave,1,"Coffee & Tea,Cafes"
Yo Pauly’s NY Pizza,(480) 493-5853,8880 E Via Linda,1,"Italian,Pizza"
Timo Wine Bar,(602) 354-3846,8801 N Central Ave,1,American (New)
Mimi Forno Italiano,(602) 368-4612,3624 W Baseline Rd,1,"Italian,Pizza"
Mekong Sandwiches,(480) 964-7999,66 S Dobson Rd,1,Vietnamese
Szechuan Cuisine,(623) 937-2299,5158 W Olive Ave,0,
FnB,(480) 284-4777,7125 E 5th Ave,1,"Gastropubs,American (New)"
PHX Burrito House,(602) 265-1274,4140 N 7th Ave,1,Mexican
Fuego Bistro,(602) 277-1151,713 E Palo Verde Dr,1,"Latin American,Mexican"
Yama Sushi House - Phoenix,(602) 264-4260,4750 North Central Ave,1,"Sushi Bars,Japanese,Wine Bars"
Original Gravity,(602) 583-7628,4700 N 12th St,1,"Beer Bar,Tapas/Small Plates,Cocktail Bars"
Taqueria Los Yaquis,,727 W Camelback Rd,1,Mexican
Odelay Bagel,(480) 404-3457,12020 S Warner Elliott Lp,1,"Cafes,Bagels"
Paz Cantina,(602) 281-2930,330 E Roosevelt St,1,Mexican
Phoenix City Grille,(602) 266-3001,5816 N 16th St,1,"Bars,American (Traditional),Tapas/Small Plates"
Ingo’s Tasty Food,(602) 795-2884,4502 N 40th St,1,"Burgers,American (New),Breakfast & Brunch"
Sushi Nakano,(602) 603-2129,4025 E Chandler Blvd,1,Sushi Bars
Sel,(480) 949-6296,7044 E Main St,1,American (New)
First Watch,(602) 943-3232,9645 N Black Canyon Hwy,1,"Breakfast & Brunch,Cafes,American (Traditional)"
Forno 301,(480) 787-5654,1616 N Central Ave,1,"Pizza,Italian,Bars"
Forefathers Gourmet Cheesesteaks & Fries,(480) 763-1776,8707 S Priest Dr,1,"Sandwiches,Cheesesteaks,Desserts"
Niccoli’s Italian Grocery & Deli,(602) 279-5335,6102 N 16th St,1,"Delis,Bakeries,International Grocery"
Rito’s Mexican Food- Phoenix,(602) 262-9842,907 N 14th St,1,Mexican
TRES Tempe,(480) 897-5300,7192 S Price Rd,1,"Mediterranean,American (New),Tapas/Small Plates"
Sakura Sushi,(480) 656-3998,4747 E Elliot Rd,1,"Sushi Bars,Soup,Salad"
Sweet Dessert Café,(480) 930-2354,715 W Baseline Rd,1,"Cafes,Breakfast & Brunch,Creperies"
First Watch,(480) 498-4100,111 W University Dr,1,"Cafes,American (Traditional),Breakfast & Brunch"
Sushi Stop Udon & Grill,(480) 878-4509,2023 W Guadalupe Rd,1,"Japanese,Sushi Bars"
Citizen Public House,(480) 398-4208,7111 E 5th Ave,1,"Gastropubs,American (New),Salad"
Rainbow Donuts Cafe and Deli,(602) 923-3414,3831 E Thunderbird Rd,1,"Donuts,Sandwiches,Breakfast & Brunch"
Mucha Lucha Taco Shop,(623) 776-8226,7558 W Thunderbird,1,Mexican
Rusconi’s American Kitchen,(480) 483-0009,10637 N Tatum Blvd,1,"American (New),Breakfast & Brunch"
Texas BBQ House,(602) 343-6447,5037 S 24th St,1,Barbeque
Haji-Baba,(480) 894-1905,1513 E Apache Blvd,1,"Middle Eastern,Mediterranean"
Los Reyes De La Torta,(602) 870-2967,9230 N 7th St,1,"Mexican,Burgers"
Noble Eatery,(602) 688-2424,4525 N 24th St,1,"Sandwiches,Salad,Bakeries"
NY Slicers Deli,(602) 442-8000,835 N 43rd Ave,1,"Sandwiches,Salad,Delis"
Perfect Pear Bistro,(480) 247-3410,9845 S Priest Dr,1,"American (New),Sandwiches"
Nino’s Greek Cafe,(602) 265-1466,3102 N 16th St,1,"Greek,Salad,Burgers"
Fresko A Mediterranean Kitchen,(480) 940-3669,5033 E Elliot Rd,1,"Mediterranean,Greek,Vegetarian"
Village Coffee Roastery,(480) 905-0881,8120 North Hayden Rd,1,"Coffee & Tea,Coffee Roasteries,Breakfast & Brunch"
Abyssinia Restaurant and Cafe,(602) 795-4113,842 E Indian School Rd,1,"Ethiopian,Coffee & Tea"
Chelsea’s Kitchen,(602) 957-2555,5040 N 40th St,1,American (New)
Pita Kitchen - Avondale,(623) 478-8900,9915 W McDowell Rd,1,"Mediterranean,Greek,Vegetarian"
Sushi Bros,(602) 943-2899,8841 N 19th Ave,1,"Sushi Bars,Japanese"
Pokitrition - Sushi Burritos & Poke,(480) 818-9819,3235 W Ray Rd,1,"Sushi Bars,Poke,Salad"
Cornish Pasty,(480) 894-6261,960 W University Dr,1,"British,Pubs,Caterers"
Mariscos Playa Hermosa,(602) 462-1563,1605 E Garfield Rd,1,"Mexican,Seafood"
MOD Pizza,(480) 499-0440,"2000 E Rio Salado Pkwy,",1,"Pizza,Fast Food"
Dapper & Stout Coffee Company,(623) 934-1226,6409 W Glendale Ave,1,"Coffee & Tea,Juice Bars & Smoothies,Sandwiches"
George’s Famous Gyros,(480) 874-1354,7620 E McKellips Rd,1,"Greek,Mediterranean,American (Traditional)"
Authentic Ethio African,(602) 252-2286,1740 E McDowell Rd,1,"Ethiopian,Gluten-Free,Vegetarian"
A Touch of European Cafe,(623) 847-7119,7146 N 57th Dr,1,Polish
Scott’s Generations Restaurant & Delicatessen,(602) 277-5662,742 E Glendale Ave,1,"Delis,Breakfast & Brunch,Sandwiches"
Thai Thai Kitchen,(602) 870-7688,10639 N 19th Ave,1,"Thai,Noodles"
Hash Kitchen,(480) 947-3214,8777 N Scottsdale Rd,1,"Breakfast & Brunch,Bars,American (New)"
Maskadores Taco Shop,(480) 966-3337,818 W Broadway Rd,1,Mexican
Rayners UK Cafe,(602) 374-4107,14021 N 51st Ave,1,"Cafes,Coffee & Tea,Cupcakes"
Restaurant Progress,(602) 441-0553,702 W Montecito Ave,1,"Bars,American (New)"
Driftwood Coffee,(623) 282-2827,8295 W Jefferson St,1,"Coffee & Tea,Cafes"
Butterfield’s Pancake House,(480) 951-6002,7388 E Shea Blvd,1,"Breakfast & Brunch,American (Traditional),Sandwiches"
Grassroots Kitchen & Tap,(480) 699-0699,8120 N Hayden Rd,1,American (New)
Loving Hut Tempe,(480) 968-4096,405 W University Dr,1,"Vegan,Soup,Noodles"
Tacos Sahuaro,(602) 366-5435,2320 N 32nd St,1,Tacos
Giordano’s,(480) 666-8160,12811 N Tatum Blvd,1,"Pizza,Italian,Salad"
The Henry,(602) 429-8020,4455 E Camelback Rd,1,"American (New),Salad,Vegetarian"
Crêpe Bar,(480) 247-8012,7520 S Rural Rd,1,"Creperies,Coffee & Tea,Breakfast & Brunch"
International House of Food,(602) 258-0077,1402 W Van Buren St,1,"American (Traditional),Mexican,Chinese"
Mark’s Cafe,(480) 839-6455,6340 S Rural Rd,1,"American (Traditional),Breakfast & Brunch"
Reathrey Sekong,(602) 783-6531,1312 E Indian School Rd,1,"Cambodian,Barbeque,Noodles"
Tacos Kissi,(602) 296-4936,2720 W Bethany Home,1,Mexican
Ocean 44,(480) 867-0044,4748 N Goldwater Blvd,2,
Greektown,(602) 674-8881,8519 N 7th St,1,"Greek,Mediterranean"
Vovomeena,(602) 252-2541,1515 N 7th Ave,1,"Coffee & Tea,Breakfast & Brunch"
My Pie Pizza,(602) 992-2575,12601 N Tatum Blvd,1,"Pizza,Salad,Italian"
Romanelli’s Italian Deli,(602) 249-9030,3437 W Dunlap Ave,1,"Delis,Sandwiches,Bakeries"
Jet’s Pizza,(480) 998-9889,10855 N Tatum Blvd,1,Pizza
The Teapot,(623) 522-6027,818 N 5th Ave,1,"Coffee & Tea,Venues & Event Spaces,Cafes"
Spinato’s Pizza,(480) 967-0020,96 S Rockford Dr,1,"Pizza,Sandwiches,Pasta Shops"
Carne Asada,(480) 969-5153,67 N Dobson Rd,1,"Tacos,Hot Dogs"
Buck & Rider,(602) 346-0110,4225 E Camelback Rd,1,"Seafood,Steakhouses,Breakfast & Brunch"
OUTTA BRONX,(602) 900-5468,4105 E McDowell Rd,1,"Chicken Wings,Delis,Sandwiches"
The Gladly,(602) 759-8132,2201 E Camelback Rd,1,"American (New),Whiskey Bars,Venues & Event Spaces"
Rott n’ Grapes RoRo,(602) 346-0068,1001 N 3rd Ave,1,"Wine Bars,Italian,Breakfast & Brunch"
El Chullo Peruvian Restaurant & Bar,(602) 279-8425,2605 N 7th St,1,Peruvian
Pubblico Italian Eatery,(602) 601-5651,5813 N 7th St,1,"Italian,Bars,Pizza"
Bobby Q - Biltmore,(602) 626-8856,3154 E Camelback Rd,1,"Barbeque,Steakhouses,Cocktail Bars"
Cibo,(602) 441-2697,603 N 5th Ave,1,"Pizza,Italian,Sandwiches"
Thai E-San,(602) 297-8888,616 W Indian School Rd,1,Thai
Paquime- Street Food of Mexico,(602) 277-5090,17 E Dunlap Ave,1,Mexican
Pizza A Metro,(602) 262-9999,2336 W Thomas Rd,1,"Italian,Pizza"
Baby Kay’s Cajun Kitchen,(480) 800-4811,2051 S Dobson Rd,1,Cajun/Creole
Hash Kitchen,(480) 909-4270,2855 W Ray Rd,1,Breakfast & Brunch
Thirsty Lion Gastropub & Grill,(480) 968-2920,2000 E Rio Salado Pkwy,1,"Gastropubs,American (Traditional),Pubs"
Salut Kitchen Bar,(480) 625-3600,1435 E University Dr,1,"American (New),Wine Bars,Mediterranean"
NakedQ BBQ,(480) 912-2102,10240 N 90th St,1,"Barbeque,Salad,Sandwiches"
Szechwan Noodle,(480) 777-3588,3330 S Price Rd,1,Szechuan
Tommy V’s Urban Kitchen & Bar,(480) 427-2264,7303 E Indian School Rd,1,"Italian,Wine Bars"
Gadzooks Enchiladas and Soup,(602) 279-5080,3313 N 7th St,2,
Salad and Go,(480) 304-5662,9875 W Lower Buckeye Rd,1,"Vegetarian,Juice Bars & Smoothies"
L’Amore Italian Restaurant,(602) 381-3159,3159 E Lincoln Dr,1,Italian
Intentional Foods Cafe and Market,(480) 264-7002,1837 W Guadalupe Rd,2,
Dr. Bob’s Coffee,(760) 519-1702,4415 S Rural Rd,1,"Coffee & Tea,Juice Bars & Smoothies,Sandwiches"
Tarbell’s,(602) 955-8100,3213 E Camelback Rd,1,"Desserts,Wine Bars,American (New)"
RigaTony’s Authentic Italian,(480) 899-1111,1850 E Warner Rd,1,Italian
Dilla Libre,(602) 399-4024,1339 E Northern Ave,1,"Food Trucks,Mexican"
Little Saigon,(623) 939-6136,7016 N 57th Ave,1,Vietnamese
JT’s Bar & Grill,(602) 952-7046,4829 E Indian School Rd,1,"Bars,American (Traditional),Burgers"
ThirdSpace,(602) 258-1536,1028 Grand Ave,1,"American (New),Bars,Cafes"
Café Lalibela,(480) 829-1939,849 W University Dr,1,"Vegetarian,Ethiopian,Gluten-Free"
The Rooster Tavern,(480) 275-7421,14202 N Scottsdale Rd,1,"Dive Bars,American (New),Pubs"
The Phoenix Ale Brewery Central Kitchen,(602) 313-8713,5813 N 7th St,1,"Breweries,Pubs,American (Traditional)"
Shish Kabobs & Gyros,(480) 634-7118,9619 N Hayden Rd,1,"Greek,Vietnamese"
Khai Hoàn Restaurant,(480) 829-7118,1537 E Apache Blvd,1,Vietnamese
Nook Kitchen,(602) 258-1037,15 E Monroe St,1,"American (New),Italian,Pizza"
Crisp Premium Pizza,(480) 874-2747,7111 E 5th Ave,1,Pizza
Old Town Sarajevo,(602) 680-7726,3411 W Northern Ave,1,Modern European
Flower Child,(480) 240-4400,10460 N 90th St,1,"American (New),Vegetarian,Salad"
Siam Thai Cusine,(623) 931-2102,5008 W Northern Ave,1,Thai
Sip Coffee & Beer House,(480) 625-3878,3617 N Goldwater Rd,1,"Coffee & Tea,Breakfast & Brunch,Cocktail Bars"
Windsor,(602) 279-1111,5223 N Central Ave,1,"American (New),Pubs,Breakfast & Brunch"
Eat By Stacey Weber,(602) 328-9344,4740 E Shea Blvd,1,"Caterers,Gluten-Free,Organic Stores"
Thai Spices,(480) 649-9777,66 S Dobson Rd,1,Thai
My Wine Cellar,(480) 598-9463,5030 E Warner Rd,1,"Wine Bars,Tapas/Small Plates"
NYPD Pizza,(480) 970-6973,222 S Mill Ave,1,Pizza
In-N-Out Burger,(800) 786-1000,2790 W Chandler Blvd,1,"Fast Food,Burgers"
Lucky Boy Burger Shop,(602) 274-6440,3430 N 16th St,1,Burgers
